mu,sigma,I,errs
-0.821605,0.616417,-0.447897,0.00168923
-0.83485,0.615626,-0.447558,0.0017693
-0.824291,0.592916,-0.447777,0.00152449
-0.818735,0.606442,-0.454505,0.00160979
-0.819291,0.617221,-0.451629,0.00143221
-0.819291,0.617221,-0.451629,0.00143221
-0.819509,0.601252,-0.442301,0.00151579
-0.803067,0.579179,-0.43668,0.0016103
-0.798177,0.558731,-0.421552,0.00207442
-0.798177,0.558731,-0.421552,0.00207442
-0.800725,0.564875,-0.424039,0.00220695
-0.791152,0.577906,-0.435047,0.00169573
-0.813365,0.576429,-0.435911,0.00172394
-0.794321,0.560142,-0.427493,0.00225887
-0.806132,0.564319,-0.429547,0.00208162
-0.822205,0.584761,-0.440021,0.00184851
-0.8034,0.593433,-0.44358,0.0013406
-0.816947,0.595458,-0.441923,0.0017362
-0.823574,0.572827,-0.423861,0.00197577
-0.807846,0.562615,-0.428299,0.00193329
-0.819372,0.550685,-0.405257,0.00264787
-0.809066,0.549993,-0.423505,0.00246177
-0.809066,0.549993,-0.423505,0.00246177
-0.809066,0.549993,-0.423505,0.00246177
-0.798096,0.530754,-0.379523,0.00303329
-0.801594,0.542471,-0.406621,0.00289778
-0.80308,0.549407,-0.422151,0.00278769
-0.818179,0.568785,-0.428481,0.00199933
-0.818179,0.568785,-0.428481,0.00199933
-0.821396,0.546752,-0.409615,0.00272437
-0.821396,0.546752,-0.409615,0.00272437
-0.808922,0.559354,-0.421965,0.00224074
-0.823424,0.54682,-0.408917,0.00240931
-0.823424,0.54682,-0.408917,0.00240931
-0.809825,0.529946,-0.382627,0.00305207
-0.822407,0.526877,-0.37127,0.00348653
-0.801595,0.529399,-0.379396,0.00308684
-0.79797,0.545391,-0.402541,0.00219941
-0.80705,0.570243,-0.427026,0.00172187
-0.78991,0.580131,-0.439465,0.0016582
-0.796422,0.596315,-0.437284,0.00142576
-0.81671,0.607863,-0.451797,0.00155787
-0.815232,0.627233,-0.452182,0.00166608
-0.830905,0.60331,-0.447508,0.00190424
-0.846194,0.591639,-0.444349,0.00160194
-0.826034,0.603486,-0.448037,0.00155315
-0.826199,0.623198,-0.443779,0.00163549
-0.841503,0.640659,-0.439021,0.00195714
-0.828908,0.655873,-0.438028,0.00265574
-0.814841,0.656911,-0.438931,0.00225905
-0.806958,0.64397,-0.438827,0.00219059
-0.821942,0.664395,-0.433185,0.00272632
-0.821942,0.664395,-0.433185,0.00272632
-0.804417,0.663587,-0.437282,0.00233169
-0.824506,0.67518,-0.417572,0.00444399
-0.813215,0.682249,-0.430939,0.00348978
-0.835442,0.672506,-0.435881,0.00285338
-0.834321,0.654052,-0.435863,0.00288769
-0.844474,0.643237,-0.441666,0.00243881
-0.820735,0.63155,-0.452822,0.00150007
-0.821691,0.639729,-0.446718,0.00244701
-0.829897,0.641613,-0.430015,0.00211018
-0.842839,0.660046,-0.428312,0.0030226
-0.842839,0.660046,-0.428312,0.0030226
-0.842839,0.660046,-0.428312,0.0030226
-0.83577,0.681108,-0.434891,0.00247732
-0.822893,0.678065,-0.421214,0.00373525
-0.806198,0.677068,-0.428397,0.00298665
-0.786953,0.674894,-0.424035,0.00264361
-0.777559,0.680046,-0.42459,0.00318628
-0.771605,0.700914,-0.398535,0.00378097
-0.76109,0.71649,-0.401052,0.00396788
-0.7603,0.736742,-0.360756,0.0049164
-0.783508,0.739186,-0.378156,0.00486101
-0.802282,0.743774,-0.372171,0.00547466
-0.800132,0.765364,-0.344223,0.00621581
-0.788489,0.7702,-0.284723,0.00976585
-0.776048,0.782437,-0.342331,0.00632544
-0.780463,0.785826,-0.291065,0.0135956
-0.769407,0.772261,-0.32139,0.00782517
-0.749006,0.769655,-0.347949,0.00444346
-0.731545,0.788176,-0.32684,0.00675472
-0.722145,0.800645,-0.33909,0.00493845
-0.743163,0.787194,-0.292202,0.0094475
-0.731439,0.806162,-0.311358,0.00850441
-0.712261,0.827697,-0.33299,0.00548157
-0.728779,0.822406,-0.289083,0.00911792
-0.728779,0.822406,-0.289083,0.00911792
-0.728779,0.822406,-0.289083,0.00911792
-0.708124,0.845426,-0.325565,0.00618108
-0.708124,0.845426,-0.325565,0.00618108
-0.708124,0.845426,-0.325565,0.00618108
-0.684256,0.858173,-0.270121,0.0089608
-0.684256,0.858173,-0.270121,0.0089608
-0.662997,0.855464,-0.276326,0.00747642
-0.662997,0.855464,-0.276326,0.00747642
-0.673387,0.835169,-0.313853,0.00875745
-0.673387,0.835169,-0.313853,0.00875745
-0.684756,0.839537,-0.352431,0.00568583
-0.684756,0.839537,-0.352431,0.00568583
-0.684756,0.839537,-0.352431,0.00568583
-0.684756,0.839537,-0.352431,0.00568583
-0.684756,0.839537,-0.352431,0.00568583
-0.684756,0.839537,-0.352431,0.00568583
-0.684756,0.839537,-0.352431,0.00568583
-0.684756,0.839537,-0.352431,0.00568583
-0.684756,0.839537,-0.352431,0.00568583
-0.684066,0.825703,-0.304956,0.00558147
-0.69345,0.81822,-0.320162,0.00641565
-0.69345,0.81822,-0.320162,0.00641565
-0.69345,0.81822,-0.320162,0.00641565
-0.700091,0.808771,-0.319024,0.00623534
-0.686722,0.819216,-0.312723,0.00644544
-0.686722,0.819216,-0.312723,0.00644544
-0.694438,0.840358,-0.302689,0.0065412
-0.694438,0.840358,-0.302689,0.0065412
-0.692762,0.822975,-0.305227,0.00934129
-0.692762,0.822975,-0.305227,0.00934129
-0.68214,0.847122,-0.29734,0.00941752
-0.68214,0.847122,-0.29734,0.00941752
-0.68214,0.847122,-0.29734,0.00941752
-0.664861,0.83904,-0.30846,0.00530871
-0.670033,0.854159,-0.290469,0.00694575
-0.682066,0.830279,-0.270024,0.00670728
-0.661727,0.843024,-0.275809,0.00720797
-0.682991,0.861486,-0.261641,0.00857635
-0.673124,0.858654,-0.258766,0.0106711
-0.671367,0.873468,-0.264929,0.00977946
-0.671367,0.873468,-0.264929,0.00977946
-0.695601,0.853476,-0.264713,0.0104301
-0.691889,0.875971,-0.255335,0.00936876
-0.689261,0.87678,-0.271746,0.0103908
-0.664878,0.856473,-0.284534,0.00857028
-0.642304,0.846336,-0.321944,0.00574976
-0.642304,0.846336,-0.321944,0.00574976
-0.642304,0.846336,-0.321944,0.00574976
-0.642304,0.846336,-0.321944,0.00574976
-0.642304,0.846336,-0.321944,0.00574976
-0.642304,0.846336,-0.321944,0.00574976
-0.642304,0.846336,-0.321944,0.00574976
-0.641442,0.844519,-0.316953,0.00572962
-0.641442,0.844519,-0.316953,0.00572962
-0.641442,0.844519,-0.316953,0.00572962
-0.642467,0.840295,-0.307355,0.00449315
-0.666954,0.837349,-0.253472,0.0122575
-0.657236,0.83721,-0.305423,0.00651924
-0.665332,0.851596,-0.305633,0.00600999
-0.662055,0.833686,-0.288183,0.00589933
-0.664969,0.843732,-0.284674,0.0074675
-0.670921,0.831166,-0.272436,0.00703908
-0.656429,0.82953,-0.302157,0.00638346
-0.656429,0.82953,-0.302157,0.00638346
-0.680954,0.831463,-0.288953,0.00806664
-0.69675,0.828672,-0.297084,0.00631394
-0.69675,0.828672,-0.297084,0.00631394
-0.693254,0.817301,-0.302108,0.0066544
-0.712199,0.820496,-0.30274,0.00566552
-0.712199,0.820496,-0.30274,0.00566552
-0.68929,0.813533,-0.326873,0.00565833
-0.68929,0.813533,-0.326873,0.00565833
-0.664317,0.791698,-0.321197,0.00468244
-0.643136,0.768683,-0.319313,0.00529779
-0.657819,0.753891,-0.329022,0.00726594
-0.640159,0.739156,-0.33405,0.00369992
-0.640159,0.739156,-0.33405,0.00369992
-0.662973,0.732789,-0.354909,0.00321194
-0.659486,0.724387,-0.369099,0.00314579
-0.646547,0.703334,-0.334749,0.00339136
-0.656382,0.714834,-0.362313,0.00352113
-0.654848,0.712288,-0.380278,0.00314014
-0.632986,0.710122,-0.335616,0.00356668
-0.64966,0.693983,-0.355087,0.00247669
-0.636198,0.68851,-0.345781,0.00315207
-0.651874,0.673142,-0.360553,0.0027117
-0.659398,0.67287,-0.367718,0.0029471
-0.641443,0.685538,-0.32957,0.00485442
-0.625455,0.679775,-0.329638,0.00321668
-0.628438,0.679945,-0.341997,0.00354013
-0.650934,0.697664,-0.355935,0.00361077
-0.672593,0.702949,-0.354331,0.00301154
-0.668912,0.701607,-0.371651,0.00304755
-0.659013,0.714919,-0.353819,0.00339725
-0.644917,0.7273,-0.341968,0.00355392
-0.646949,0.738645,-0.363211,0.00334799
-0.654268,0.720441,-0.335411,0.00382378
-0.665046,0.729537,-0.36407,0.00399082
-0.676556,0.71302,-0.375407,0.00425934
-0.65975,0.735187,-0.34697,0.00292749
-0.67182,0.737539,-0.371545,0.00366366
-0.67182,0.737539,-0.371545,0.00366366
-0.67182,0.737539,-0.371545,0.00366366
-0.67182,0.737539,-0.371545,0.00366366
-0.688867,0.742804,-0.368021,0.00298982
-0.713565,0.722469,-0.393294,0.00408354
-0.713565,0.722469,-0.393294,0.00408354
-0.712275,0.708552,-0.392931,0.00280787
-0.712251,0.727278,-0.362967,0.00385421
-0.71627,0.724649,-0.385284,0.00355201
-0.71627,0.724649,-0.385284,0.00355201
-0.727305,0.70842,-0.394405,0.00347613
-0.73361,0.717434,-0.376882,0.00395625
-0.750869,0.705993,-0.38756,0.00454886
-0.727746,0.683446,-0.417416,0.00228477
-0.714185,0.67794,-0.400327,0.00241143
-0.702812,0.701513,-0.393518,0.00274742
-0.727654,0.71855,-0.387186,0.00382177
-0.723512,0.735692,-0.355322,0.00525868
-0.714264,0.736773,-0.365842,0.00483822
-0.726264,0.740666,-0.363503,0.00357747
-0.726264,0.740666,-0.363503,0.00357747
-0.721438,0.735038,-0.366325,0.00359668
-0.732648,0.746458,-0.378221,0.00434705
-0.731872,0.763513,-0.369506,0.00499993
-0.734534,0.768693,-0.362071,0.00494729
-0.734534,0.768693,-0.362071,0.00494729
-0.725422,0.773463,-0.332704,0.00528825
-0.714755,0.768225,-0.305861,0.00664016
-0.714071,0.763806,-0.367111,0.00446503
-0.732012,0.761813,-0.335727,0.00617874
-0.729037,0.742017,-0.368556,0.00400159
-0.715364,0.728399,-0.357275,0.00701871
-0.711121,0.711301,-0.397253,0.00246922
-0.731281,0.690851,-0.393289,0.00234918
-0.71254,0.669887,-0.410105,0.00286295
-0.71254,0.669887,-0.410105,0.00286295
-0.713567,0.654338,-0.398067,0.00237997
-0.70121,0.665255,-0.394852,0.00262226
-0.691447,0.67184,-0.408298,0.00262074
-0.699439,0.684129,-0.387273,0.00379171
-0.691374,0.691688,-0.380464,0.00345996
-0.711538,0.676282,-0.399537,0.00222408
-0.72077,0.664147,-0.412634,0.00204015
-0.705871,0.656867,-0.405854,0.00248593
-0.72376,0.666069,-0.418279,0.00248563
-0.711654,0.673872,-0.394746,0.00321273
-0.720308,0.669821,-0.404553,0.00262096
-0.735443,0.67987,-0.42543,0.00248259
-0.7457,0.656996,-0.419441,0.00272126
-0.765108,0.67422,-0.429531,0.00204989
-0.75765,0.661978,-0.4117,0.00227917
-0.743292,0.639011,-0.411961,0.00204629
-0.724279,0.623798,-0.422162,0.0020944
-0.745771,0.605626,-0.424822,0.00162995
-0.757413,0.605383,-0.435242,0.00154731
-0.762797,0.595963,-0.432712,0.00154948
-0.77469,0.615781,-0.440377,0.00129688
-0.78687,0.632475,-0.44443,0.00124534
-0.770406,0.615394,-0.439123,0.0014024
-0.771603,0.634395,-0.44271,0.00162684
-0.775709,0.621943,-0.443835,0.00150767
-0.7757,0.616631,-0.437284,0.00174122
-0.779826,0.629622,-0.439215,0.00154954
-0.779826,0.629622,-0.439215,0.00154954
-0.756215,0.648172,-0.427281,0.00189063
-0.780494,0.63227,-0.429521,0.00202167
-0.803935,0.608831,-0.447979,0.00131455
-0.816137,0.625227,-0.441579,0.00177877
-0.838776,0.629,-0.450245,0.00227454
-0.832578,0.643564,-0.441079,0.00235321
-0.832578,0.643564,-0.441079,0.00235321
-0.819992,0.629563,-0.451569,0.00178471
-0.810741,0.608831,-0.449323,0.00147724
-0.823908,0.631422,-0.443567,0.00189241
-0.823908,0.631422,-0.443567,0.00189241
-0.811682,0.622844,-0.455522,0.00121669
-0.818151,0.614972,-0.451782,0.00119054
-0.831862,0.619181,-0.449338,0.00220485
-0.833029,0.598514,-0.450234,0.00146321
-0.833029,0.598514,-0.450234,0.00146321
-0.825969,0.600828,-0.448548,0.00133562
-0.807155,0.595335,-0.442374,0.00161051
-0.817007,0.592147,-0.443515,0.00150083
-0.797336,0.603822,-0.448959,0.00153476
-0.784109,0.588191,-0.438325,0.00166765
-0.759873,0.589611,-0.438998,0.0017431
-0.757396,0.598512,-0.439408,0.00165692
-0.757396,0.598512,-0.439408,0.00165692
-0.766226,0.605194,-0.445662,0.00130192
-0.766226,0.605194,-0.445662,0.00130192
-0.766226,0.605194,-0.445662,0.00130192
-0.774584,0.593139,-0.444899,0.00158079
-0.772658,0.615485,-0.440582,0.0017475
-0.764708,0.601448,-0.438576,0.00130354
-0.774425,0.609401,-0.442157,0.00139406
-0.79625,0.585066,-0.445005,0.00161958
-0.818282,0.573457,-0.43393,0.00201134
-0.80373,0.567292,-0.425791,0.00204615
-0.783992,0.57323,-0.437951,0.00176874
-0.788063,0.554615,-0.409587,0.00219762
-0.789499,0.547989,-0.392624,0.00243119
-0.769305,0.548766,-0.411886,0.00226516
-0.769305,0.548766,-0.411886,0.00226516
-0.762789,0.565161,-0.432572,0.00199701
-0.78253,0.58131,-0.436281,0.00172803
-0.795079,0.556712,-0.423622,0.00228566
-0.81207,0.554247,-0.415123,0.00241568
-0.831006,0.54375,-0.401252,0.00270559
-0.853402,0.524667,-0.365472,0.00335866
-0.843909,0.515563,-0.333709,0.00345247
-0.851217,0.533057,-0.375735,0.00354803
-0.844741,0.520517,-0.359837,0.00378214
-0.844741,0.520517,-0.359837,0.00378214
-0.864626,0.534121,-0.372439,0.00322401
-0.858927,0.527227,-0.372641,0.00340705
-0.83975,0.541638,-0.399456,0.00298887
-0.847734,0.534524,-0.391552,0.00302864
-0.847734,0.534524,-0.391552,0.00302864
-0.868801,0.535764,-0.377259,0.00354049
-0.851414,0.539086,-0.371436,0.0029458
-0.85241,0.551863,-0.401958,0.00269115
-0.849589,0.539103,-0.397605,0.00326216
-0.849589,0.539103,-0.397605,0.00326216
-0.849589,0.539103,-0.397605,0.00326216
-0.830726,0.555014,-0.41664,0.00232175
-0.830726,0.555014,-0.41664,0.00232175
-0.844913,0.541743,-0.406625,0.00267113
-0.859797,0.5554,-0.406323,0.00248503
-0.882078,0.550101,-0.398989,0.00287089
-0.860185,0.541964,-0.39245,0.00298714
-0.837423,0.536145,-0.388369,0.00319619
-0.837423,0.536145,-0.388369,0.00319619
-0.835282,0.556747,-0.424871,0.00277536
-0.839276,0.553135,-0.414897,0.00230349
-0.839276,0.553135,-0.414897,0.00230349
-0.822805,0.55185,-0.409662,0.00236932
-0.804204,0.544541,-0.38302,0.00253837
-0.80263,0.564514,-0.419436,0.00174622
-0.818302,0.574119,-0.423435,0.00200668
-0.831685,0.565046,-0.426273,0.00243323
-0.824345,0.575153,-0.43047,0.00205361
-0.824345,0.575153,-0.43047,0.00205361
-0.849162,0.58428,-0.429876,0.00181704
-0.863205,0.574959,-0.436816,0.00203033
-0.872453,0.577517,-0.428599,0.00218536
-0.849283,0.592264,-0.433282,0.00220487
-0.837573,0.580776,-0.436124,0.00181389
-0.837573,0.580776,-0.436124,0.00181389
-0.818646,0.592937,-0.451486,0.0012578
-0.818646,0.592937,-0.451486,0.0012578
-0.825829,0.584468,-0.435765,0.00152148
-0.821898,0.585204,-0.437754,0.00174464
-0.821898,0.585204,-0.437754,0.00174464
-0.841949,0.581541,-0.427659,0.00219455
-0.841949,0.581541,-0.427659,0.00219455
-0.83994,0.595727,-0.443993,0.00169988
-0.83994,0.595727,-0.443993,0.00169988
-0.849401,0.600831,-0.447744,0.00163006
-0.849401,0.600831,-0.447744,0.00163006
-0.846421,0.586603,-0.449527,0.00206522
-0.838872,0.574207,-0.437336,0.00173315
-0.825353,0.584243,-0.439107,0.0016394
-0.810994,0.579398,-0.441447,0.00165019
-0.798339,0.577043,-0.429603,0.00150053
-0.800769,0.600784,-0.447219,0.00146252
-0.790674,0.615794,-0.450079,0.00123446
-0.811312,0.593164,-0.437461,0.00184812
-0.798576,0.582827,-0.437475,0.00154791
-0.81444,0.581566,-0.438766,0.00167371
-0.799091,0.599362,-0.445791,0.00154664
-0.799091,0.599362,-0.445791,0.00154664
-0.808168,0.608788,-0.439665,0.00207003
-0.786879,0.597613,-0.450415,0.00132643
-0.804759,0.612337,-0.441596,0.0014153
-0.822747,0.616855,-0.450346,0.00140703
-0.800415,0.608957,-0.441462,0.00159922
-0.776758,0.61423,-0.443213,0.00148378
-0.776758,0.61423,-0.443213,0.00148378
-0.776758,0.61423,-0.443213,0.00148378
-0.782408,0.622778,-0.440203,0.00225335
-0.778913,0.610888,-0.445526,0.00154641
-0.773759,0.631669,-0.437879,0.00246591
-0.767981,0.65128,-0.430402,0.00192144
-0.743633,0.643998,-0.433761,0.00174131
-0.718658,0.662528,-0.415096,0.00187441
-0.718658,0.662528,-0.415096,0.00187441
-0.718658,0.662528,-0.415096,0.00187441
-0.742411,0.647593,-0.430939,0.0019699
-0.742411,0.647593,-0.430939,0.0019699
-0.764868,0.667456,-0.423918,0.0026892
-0.755969,0.649506,-0.428887,0.00212689
-0.761648,0.649441,-0.430729,0.00175863
-0.77472,0.639788,-0.437812,0.0016058
-0.784734,0.624482,-0.433366,0.00216377
-0.796761,0.633414,-0.449166,0.00128863
-0.816856,0.641291,-0.441033,0.00192289
-0.814235,0.653623,-0.424371,0.00295413
-0.815426,0.632164,-0.441667,0.00254739
-0.820544,0.607445,-0.449338,0.00122241
-0.83474,0.59005,-0.445237,0.0017367
-0.83474,0.59005,-0.445237,0.0017367
-0.81905,0.566458,-0.422808,0.00217209
-0.830249,0.558487,-0.415185,0.0024615
-0.830249,0.558487,-0.415185,0.0024615
-0.830249,0.558487,-0.415185,0.0024615
-0.835703,0.560036,-0.421222,0.00213011
-0.848705,0.572973,-0.423402,0.00191713
-0.836254,0.550873,-0.405295,0.00247882
-0.835408,0.542344,-0.391436,0.00277223
-0.835408,0.542344,-0.391436,0.00277223
-0.835408,0.542344,-0.391436,0.00277223
-0.839291,0.54389,-0.392015,0.00282527
-0.833459,0.544223,-0.388908,0.0026223
-0.833459,0.544223,-0.388908,0.0026223
-0.853895,0.561485,-0.426347,0.00238284
-0.853895,0.561485,-0.426347,0.00238284
-0.860171,0.567014,-0.416237,0.0023963
-0.860171,0.567014,-0.416237,0.0023963
-0.860171,0.567014,-0.416237,0.0023963
-0.836748,0.565043,-0.420336,0.00212678
-0.859827,0.565074,-0.420933,0.00208077
-0.847391,0.581983,-0.430713,0.00200426
-0.857153,0.561219,-0.417555,0.00223781
-0.877579,0.584537,-0.447859,0.00215009
-0.877579,0.584537,-0.447859,0.00215009
-0.877579,0.584537,-0.447859,0.00215009
-0.879796,0.573569,-0.42297,0.00213773
-0.871547,0.557123,-0.402872,0.00243261
-0.869891,0.565652,-0.412688,0.00265219
-0.851655,0.55237,-0.406157,0.00287075
-0.832582,0.577101,-0.436467,0.00177988
-0.830718,0.592282,-0.43883,0.00146024
-0.813753,0.600802,-0.445277,0.00118858
-0.822941,0.603483,-0.44363,0.00174397
-0.800224,0.612042,-0.442111,0.00191328
-0.801017,0.587758,-0.431719,0.00189372
-0.796655,0.568461,-0.430967,0.0018095
-0.796706,0.55844,-0.421434,0.00214417
-0.773179,0.550105,-0.397034,0.00248267
-0.756949,0.565667,-0.418965,0.00201133
-0.756949,0.565667,-0.418965,0.00201133
-0.774363,0.54938,-0.398864,0.002234
-0.785957,0.535212,-0.386417,0.00255699
-0.767531,0.519894,-0.352259,0.00317821
-0.781398,0.537613,-0.394835,0.00289349
-0.782247,0.533358,-0.384171,0.00261005
-0.788374,0.552574,-0.411223,0.00228287
-0.81059,0.54673,-0.407951,0.00246631
-0.81059,0.54673,-0.407951,0.00246631
-0.825807,0.530424,-0.379673,0.00312019
-0.824501,0.515689,-0.360153,0.00396413
-0.844359,0.509546,-0.316174,0.00413023
-0.86686,0.489921,-0.259524,0.00453701
-0.875345,0.50235,-0.298853,0.00427987
-0.864671,0.514425,-0.335788,0.00380283
-0.864671,0.514425,-0.335788,0.00380283
-0.872402,0.518476,-0.320996,0.0030794
-0.872402,0.518476,-0.320996,0.0030794
-0.872402,0.518476,-0.320996,0.0030794
-0.855915,0.534415,-0.366649,0.00278922
-0.832069,0.513871,-0.341351,0.00370688
-0.832069,0.513871,-0.341351,0.00370688
-0.847102,0.533949,-0.372048,0.00284479
-0.825929,0.543286,-0.405119,0.0026352
-0.808839,0.524441,-0.373343,0.00319463
-0.812072,0.522354,-0.38171,0.00331901
-0.812072,0.522354,-0.38171,0.00331901
-0.812072,0.522354,-0.38171,0.00331901
-0.812072,0.522354,-0.38171,0.00331901
-0.812072,0.522354,-0.38171,0.00331901
-0.78927,0.539018,-0.391216,0.00290734
-0.809464,0.545749,-0.398242,0.00310983
-0.790671,0.547526,-0.40804,0.00218391
-0.800344,0.559785,-0.42756,0.00245563
-0.799185,0.53761,-0.380399,0.00278147
-0.804591,0.547092,-0.411554,0.00264072
-0.805478,0.567164,-0.424887,0.00207146
-0.806978,0.585097,-0.438249,0.00166616
-0.788489,0.603385,-0.441189,0.0014438
-0.797018,0.626042,-0.442985,0.00199841
-0.789899,0.621285,-0.450846,0.00138258
-0.789899,0.621285,-0.450846,0.00138258
-0.800225,0.620101,-0.443102,0.0015353
-0.800225,0.620101,-0.443102,0.0015353
-0.782784,0.617934,-0.452088,0.00119566
-0.792861,0.624072,-0.451546,0.00123908
-0.792861,0.624072,-0.451546,0.00123908
-0.792861,0.624072,-0.451546,0.00123908
-0.800935,0.615492,-0.445279,0.00152536
-0.810805,0.634449,-0.454722,0.00124736
-0.789497,0.62264,-0.440311,0.00130169
-0.777533,0.607399,-0.439348,0.0010679
-0.786217,0.617994,-0.447817,0.00136807
-0.761439,0.596807,-0.438888,0.00148055
-0.779949,0.589073,-0.432397,0.0017646
-0.800635,0.582866,-0.440411,0.00154693
-0.803755,0.598868,-0.446221,0.0018115
-0.81374,0.59358,-0.441108,0.00217677
-0.794074,0.594581,-0.440227,0.00156904
-0.797658,0.613926,-0.450967,0.00135914
-0.815565,0.634815,-0.448726,0.00169687
-0.793557,0.646557,-0.4348,0.00209635
-0.774653,0.631445,-0.443949,0.00166553
-0.774653,0.631445,-0.443949,0.00166553
-0.774653,0.631445,-0.443949,0.00166553
-0.788164,0.634404,-0.450187,0.00142232
-0.775287,0.639513,-0.44115,0.00160032
-0.754266,0.632093,-0.436113,0.00173782
-0.770914,0.617832,-0.443714,0.00158633
-0.769613,0.632678,-0.436276,0.00167454
-0.779895,0.64735,-0.428465,0.00225113
-0.804493,0.663578,-0.435087,0.00243993
-0.803293,0.655218,-0.442607,0.00248842
-0.814772,0.637275,-0.443759,0.00240446
-0.806907,0.656619,-0.443493,0.00173831
-0.795735,0.647478,-0.436402,0.00237797
-0.8072,0.648493,-0.440141,0.00220986
-0.826033,0.648641,-0.431466,0.00272657
-0.826033,0.648641,-0.431466,0.00272657
-0.813456,0.653901,-0.434682,0.00359731
-0.813456,0.653901,-0.434682,0.00359731
-0.813456,0.653901,-0.434682,0.00359731
-0.804593,0.631067,-0.447991,0.00121545
-0.813281,0.645965,-0.443307,0.00229494
-0.813281,0.645965,-0.443307,0.00229494
-0.813281,0.645965,-0.443307,0.00229494
-0.813281,0.645965,-0.443307,0.00229494
-0.831915,0.654876,-0.428337,0.0041365
-0.842176,0.631704,-0.42883,0.00570402
-0.866189,0.617389,-0.442923,0.00224536
-0.852775,0.637663,-0.448344,0.00247033
-0.835595,0.619164,-0.446147,0.00197529
-0.842908,0.611217,-0.447451,0.00180553
-0.863186,0.618653,-0.433806,0.00209297
-0.84256,0.616884,-0.430545,0.00257446
-0.823866,0.600213,-0.436277,0.0019739
-0.830141,0.609528,-0.44448,0.00181363
-0.825312,0.616238,-0.448177,0.00143326
-0.841832,0.631312,-0.441346,0.00234014
-0.849318,0.654292,-0.417777,0.00322602
-0.853743,0.649567,-0.431152,0.00280063
