mu,sigma,I,errs
-0.820192,0.579166,-0.428969,0.00179429
-0.819804,0.589121,-0.441446,0.0018266
-0.84133,0.589277,-0.452153,0.00161283
-0.84133,0.589277,-0.452153,0.00161283
-0.830246,0.613819,-0.448696,0.00144482
-0.823039,0.593814,-0.449139,0.00164574
-0.823039,0.593814,-0.449139,0.00164574
-0.84014,0.587539,-0.438499,0.00178818
-0.825731,0.599936,-0.440988,0.00168316
-0.80213,0.601092,-0.440774,0.00155313
-0.822569,0.590251,-0.44058,0.00151612
-0.79832,0.59678,-0.44759,0.00150379
-0.822604,0.596011,-0.443212,0.00151957
-0.831837,0.610924,-0.441939,0.00224863
-0.826021,0.616503,-0.443478,0.00216329
-0.836657,0.602106,-0.451074,0.00177095
-0.835694,0.601078,-0.446184,0.00158202
-0.820814,0.595526,-0.439617,0.00216524
-0.824247,0.58761,-0.442065,0.00172205
-0.818767,0.606836,-0.4474,0.0015274
-0.80228,0.616161,-0.44755,0.00198394
-0.80228,0.616161,-0.44755,0.00198394
-0.794834,0.628485,-0.441415,0.00139187
-0.781031,0.621476,-0.437701,0.00175664
-0.793459,0.620487,-0.437953,0.00182631
-0.808205,0.602814,-0.444088,0.00130101
-0.803467,0.607424,-0.457142,0.00148527
-0.806103,0.604366,-0.445897,0.00211488
-0.80605,0.629334,-0.433098,0.00245971
-0.793644,0.622167,-0.452533,0.00133797
-0.788452,0.626574,-0.441355,0.0014038
-0.788259,0.642273,-0.434057,0.00352489
-0.807938,0.642977,-0.447219,0.00174318
-0.827125,0.650216,-0.433718,0.00320762
-0.839838,0.643719,-0.443993,0.00230314
-0.848964,0.643615,-0.430434,0.00246216
-0.870222,0.658106,-0.420383,0.00422105
-0.854056,0.636401,-0.433419,0.00294563
-0.835166,0.656726,-0.43059,0.00265799
-0.835166,0.656726,-0.43059,0.00265799
-0.858309,0.661158,-0.410732,0.00330308
-0.859789,0.641873,-0.429488,0.0031207
-0.869539,0.656039,-0.413928,0.00378259
-0.848128,0.642021,-0.423395,0.00320746
-0.835723,0.639994,-0.435992,0.00280183
-0.82399,0.626875,-0.446311,0.00200868
-0.83279,0.626299,-0.448022,0.00183801
-0.840582,0.649024,-0.434675,0.00311497
-0.846941,0.649714,-0.43575,0.00255489
-0.841116,0.641665,-0.436392,0.00289506
-0.817494,0.620354,-0.43855,0.00158215
-0.800305,0.599363,-0.440319,0.00122095
-0.801519,0.605818,-0.445484,0.00136067
-0.816302,0.610976,-0.446246,0.00129237
-0.805253,0.617281,-0.438528,0.00227686
-0.79137,0.63941,-0.444145,0.00181665
-0.777578,0.64408,-0.433882,0.00298823
-0.764083,0.637732,-0.424547,0.00308342
-0.74548,0.625754,-0.4265,0.00175738
-0.748435,0.608754,-0.428133,0.00160887
-0.752624,0.594174,-0.425195,0.00183806
-0.753118,0.585037,-0.436147,0.00170053
-0.753118,0.585037,-0.436147,0.00170053
-0.775425,0.598432,-0.43848,0.00153478
-0.787977,0.616716,-0.445236,0.00158533
-0.77641,0.608809,-0.442274,0.00145783
-0.800531,0.599435,-0.438466,0.00174094
-0.82476,0.585896,-0.440926,0.00167274
-0.842214,0.56809,-0.412248,0.00188981
-0.851275,0.548261,-0.411493,0.00269113
-0.853961,0.535431,-0.39167,0.0033995
-0.844828,0.515524,-0.345995,0.00368041
-0.869676,0.517924,-0.344147,0.00367604
-0.869676,0.517924,-0.344147,0.00367604
-0.869676,0.517924,-0.344147,0.00367604
-0.856182,0.52399,-0.346774,0.00351083
-0.871577,0.528887,-0.365826,0.00319714
-0.864128,0.533174,-0.366927,0.00297449
-0.878321,0.52356,-0.360844,0.00343497
-0.886359,0.517793,-0.312119,0.0032212
-0.887158,0.518781,-0.31007,0.00341947
-0.902419,0.535322,-0.340587,0.00310042
-0.886369,0.535698,-0.358449,0.00276877
-0.890464,0.526094,-0.338736,0.00329106
-0.890464,0.526094,-0.338736,0.00329106
-0.873696,0.512796,-0.323125,0.00377243
-0.873696,0.512796,-0.323125,0.00377243
-0.854,0.52913,-0.362984,0.00309532
-0.846252,0.543693,-0.399936,0.0030021
-0.832458,0.554926,-0.410389,0.00236362
-0.827507,0.57374,-0.43228,0.00191885
-0.827507,0.57374,-0.43228,0.00191885
-0.830503,0.594077,-0.452709,0.00137818
-0.855201,0.605391,-0.446218,0.00181257
-0.854677,0.628582,-0.448473,0.00288507
-0.854677,0.628582,-0.448473,0.00288507
-0.842615,0.651636,-0.430145,0.00313147
-0.82239,0.638922,-0.454301,0.00151583
-0.827371,0.647912,-0.432916,0.00253175
-0.848693,0.660009,-0.426868,0.00379448
-0.830933,0.663162,-0.418541,0.00304743
-0.823801,0.674255,-0.434255,0.00278998
-0.823801,0.674255,-0.434255,0.00278998
-0.823801,0.674255,-0.434255,0.00278998
-0.845276,0.681889,-0.416881,0.00329853
-0.845276,0.681889,-0.416881,0.00329853
-0.845276,0.681889,-0.416881,0.00329853
-0.845276,0.681889,-0.416881,0.00329853
-0.854909,0.67681,-0.405635,0.00375259
-0.856481,0.653865,-0.435403,0.0030378
-0.839944,0.634726,-0.442694,0.00271626
-0.825115,0.644994,-0.448672,0.0019595
-0.825115,0.644994,-0.448672,0.0019595
-0.825115,0.644994,-0.448672,0.0019595
-0.830618,0.661571,-0.424862,0.00325362
-0.836009,0.641032,-0.442899,0.00214241
-0.836094,0.655878,-0.420916,0.00330762
-0.820979,0.633923,-0.434577,0.00246347
-0.815007,0.627112,-0.445299,0.00176229
-0.793767,0.610059,-0.446535,0.00153935
-0.769995,0.630875,-0.434327,0.00154654
-0.757564,0.614389,-0.430902,0.00176426
-0.775835,0.605043,-0.435711,0.00142854
-0.785191,0.580497,-0.425073,0.00184755
-0.766,0.590397,-0.432157,0.00161493
-0.764779,0.603558,-0.430197,0.00146956
-0.766683,0.611912,-0.438553,0.00160721
-0.790286,0.61234,-0.440544,0.0016962
-0.784395,0.631586,-0.437861,0.00160161
-0.785307,0.655936,-0.440729,0.00193309
-0.804601,0.664082,-0.433348,0.00218856
-0.803757,0.656958,-0.432662,0.00223624
-0.779309,0.646372,-0.442509,0.00166609
-0.767643,0.637018,-0.446891,0.00137225
-0.773953,0.654319,-0.431753,0.00166103
-0.773953,0.654319,-0.431753,0.00166103
-0.777653,0.64667,-0.431704,0.00208112
-0.761082,0.655519,-0.431584,0.00221585
-0.762602,0.678139,-0.409129,0.00367224
-0.755516,0.695051,-0.414782,0.00375427
-0.755516,0.695051,-0.414782,0.00375427
-0.77897,0.684702,-0.428257,0.00241627
-0.77897,0.684702,-0.428257,0.00241627
-0.77897,0.684702,-0.428257,0.00241627
-0.784078,0.706908,-0.412977,0.00343114
-0.784078,0.706908,-0.412977,0.00343114
-0.772372,0.687724,-0.415271,0.00309986
-0.763538,0.690064,-0.407442,0.00376654
-0.785466,0.692852,-0.423564,0.00248573
-0.785466,0.692852,-0.423564,0.00248573
-0.794085,0.69812,-0.407678,0.00447966
-0.812517,0.681059,-0.411216,0.00383619
-0.828121,0.660294,-0.42726,0.00273597
-0.828734,0.637484,-0.439697,0.00221951
-0.828734,0.637484,-0.439697,0.00221951
-0.814586,0.615292,-0.432415,0.00442241
-0.79491,0.613122,-0.448833,0.00137623
-0.788452,0.608076,-0.447347,0.00145515
-0.794142,0.60013,-0.448427,0.00129575
-0.807993,0.576881,-0.438787,0.00158262
-0.806803,0.554795,-0.408727,0.00213935
-0.806803,0.554795,-0.408727,0.00213935
-0.831446,0.566812,-0.424381,0.00210659
-0.823132,0.586453,-0.448681,0.00172351
-0.828226,0.608248,-0.446417,0.00184661
-0.851699,0.628656,-0.430114,0.00237726
-0.863064,0.627573,-0.429348,0.00285064
-0.879402,0.652166,-0.435131,0.00321385
-0.878011,0.637697,-0.424112,0.00286443
-0.898687,0.648338,-0.418592,0.00324872
-0.898687,0.648338,-0.418592,0.00324872
-0.914839,0.628531,-0.428339,0.00384067
-0.914839,0.628531,-0.428339,0.00384067
-0.914839,0.628531,-0.428339,0.00384067
-0.892863,0.631916,-0.415595,0.00315364
-0.892863,0.631916,-0.415595,0.00315364
-0.895191,0.620485,-0.436387,0.00270779
-0.900621,0.622214,-0.411271,0.00351297
-0.890777,0.615493,-0.429023,0.00312213
-0.890777,0.615493,-0.429023,0.00312213
-0.875168,0.591578,-0.424218,0.00200711
-0.87495,0.56662,-0.421064,0.00258266
-0.88928,0.547172,-0.399236,0.00334245
-0.88928,0.547172,-0.399236,0.00334245
-0.86961,0.5367,-0.378201,0.0029857
-0.863714,0.530163,-0.36778,0.00304956
-0.870285,0.546401,-0.387127,0.00313004
-0.867953,0.569161,-0.41327,0.00277383
-0.876778,0.546766,-0.403261,0.00282678
-0.876778,0.546766,-0.403261,0.00282678
-0.876778,0.546766,-0.403261,0.00282678
-0.884421,0.530998,-0.377192,0.003653
-0.890502,0.553139,-0.376021,0.00273278
-0.8879,0.541759,-0.375859,0.00300879
-0.8879,0.541759,-0.375859,0.00300879
-0.895744,0.559785,-0.408742,0.00256187
-0.90175,0.574316,-0.423606,0.00253267
-0.885551,0.568412,-0.394431,0.00237016
-0.887801,0.573993,-0.413491,0.00239756
-0.887801,0.573993,-0.413491,0.00239756
-0.887801,0.573993,-0.413491,0.00239756
-0.90321,0.586416,-0.412908,0.00235106
-0.90321,0.586416,-0.412908,0.00235106
-0.894494,0.566664,-0.404627,0.0028868
-0.908514,0.575317,-0.403424,0.00276159
-0.892668,0.575038,-0.402667,0.00255803
-0.889636,0.585259,-0.410218,0.00230076
-0.884232,0.569957,-0.419256,0.00249864
-0.866754,0.572258,-0.42197,0.00247622
-0.883169,0.595702,-0.412233,0.0032962
-0.895598,0.572118,-0.430539,0.0024902
-0.901664,0.555861,-0.395323,0.00327091
-0.882988,0.57349,-0.409245,0.00293462
-0.86474,0.570819,-0.413892,0.00195324
-0.864251,0.588632,-0.424001,0.0019485
-0.839547,0.594162,-0.433396,0.00195283
-0.863918,0.570854,-0.430567,0.00222696
-0.849534,0.583664,-0.422976,0.0017749
-0.826497,0.574653,-0.453532,0.00181248
-0.826497,0.574653,-0.453532,0.00181248
-0.820624,0.598273,-0.444811,0.00172458
-0.79675,0.585368,-0.440883,0.0017593
-0.813284,0.589935,-0.436238,0.00199782
-0.835004,0.604264,-0.441893,0.002578
-0.82646,0.605179,-0.447055,0.00158694
-0.807719,0.588311,-0.441863,0.00149396
-0.79399,0.609821,-0.445452,0.00154687
-0.786009,0.587447,-0.42733,0.00175024
-0.79366,0.599783,-0.437236,0.00153285
-0.774896,0.579765,-0.43231,0.00178891
-0.775663,0.595575,-0.437072,0.00151391
-0.758797,0.598503,-0.435873,0.00160963
-0.775669,0.594077,-0.446886,0.00130538
-0.766321,0.58494,-0.434705,0.00172733
-0.741544,0.598511,-0.429944,0.00158384
-0.761381,0.607831,-0.435031,0.00150289
-0.755574,0.590686,-0.422993,0.00155044
-0.737882,0.583441,-0.415295,0.00201837
-0.722081,0.592302,-0.422293,0.00202301
-0.731495,0.604616,-0.42027,0.00170346
-0.742164,0.590446,-0.429336,0.00165008
-0.729139,0.609159,-0.413973,0.00222145
-0.752244,0.632758,-0.433733,0.00206053
-0.745723,0.631131,-0.432636,0.00183785
-0.759456,0.641997,-0.438924,0.0018692
-0.759456,0.641997,-0.438924,0.0018692
-0.759456,0.641997,-0.438924,0.0018692
-0.759456,0.641997,-0.438924,0.0018692
-0.759456,0.641997,-0.438924,0.0018692
-0.758593,0.660253,-0.436385,0.00145784
-0.761713,0.666716,-0.430074,0.0024478
-0.744259,0.679679,-0.411721,0.00301023
-0.734385,0.696926,-0.39361,0.00227292
-0.71445,0.718468,-0.384731,0.00387553
-0.71445,0.718468,-0.384731,0.00387553
-0.720028,0.714422,-0.387979,0.00390529
-0.72553,0.716096,-0.392297,0.00324011
-0.747048,0.693152,-0.417106,0.00291391
-0.745337,0.713232,-0.408341,0.00282826
-0.745337,0.713232,-0.408341,0.00282826
-0.73284,0.733134,-0.362932,0.00416049
-0.742168,0.708702,-0.401161,0.00291505
-0.742168,0.708702,-0.401161,0.00291505
-0.720954,0.706389,-0.377281,0.00260623
-0.717912,0.700007,-0.385558,0.00309159
-0.726036,0.7194,-0.414337,0.00404789
-0.726036,0.7194,-0.414337,0.00404789
-0.74884,0.723179,-0.363028,0.00525216
-0.726361,0.742951,-0.365043,0.00439207
-0.733764,0.723539,-0.381319,0.00355337
-0.733764,0.723539,-0.381319,0.00355337
-0.741091,0.703389,-0.408986,0.00288837
-0.717156,0.689822,-0.39081,0.00421521
-0.733603,0.684946,-0.410701,0.0021265
-0.753824,0.705765,-0.415518,0.00256066
-0.753824,0.705765,-0.415518,0.00256066
-0.77229,0.697502,-0.398244,0.00345183
-0.748445,0.689768,-0.409624,0.0034683
-0.726053,0.679492,-0.413496,0.00257113
-0.716486,0.697376,-0.40561,0.00278943
-0.716486,0.697376,-0.40561,0.00278943
-0.716486,0.697376,-0.40561,0.00278943
-0.716486,0.697376,-0.40561,0.00278943
-0.716486,0.697376,-0.40561,0.00278943
-0.698446,0.715212,-0.373521,0.00314684
-0.692119,0.710466,-0.381599,0.00333352
-0.682817,0.693947,-0.374483,0.00277067
-0.69583,0.675182,-0.38753,0.00232227
-0.69157,0.676699,-0.397108,0.00225496
-0.689286,0.701655,-0.368839,0.00312941
-0.666385,0.691818,-0.376636,0.00262126
-0.666385,0.691818,-0.376636,0.00262126
-0.678531,0.705617,-0.367748,0.00291828
-0.663342,0.690151,-0.356823,0.00324577
-0.644374,0.674361,-0.360658,0.00411285
-0.644374,0.674361,-0.360658,0.00411285
-0.644374,0.674361,-0.360658,0.00411285
-0.665354,0.652373,-0.358127,0.0027633
-0.68923,0.633646,-0.391882,0.00263281
-0.694733,0.639066,-0.397145,0.00224107
-0.680449,0.649423,-0.386797,0.00233284
-0.677349,0.665282,-0.378872,0.00255904
-0.673992,0.680273,-0.369735,0.00356899
-0.666428,0.684297,-0.373458,0.0027472
-0.666428,0.684297,-0.373458,0.0027472
-0.666428,0.684297,-0.373458,0.0027472
-0.651907,0.675732,-0.366385,0.00269891
-0.676365,0.696103,-0.382556,0.00294426
-0.68539,0.704163,-0.362368,0.00314762
-0.68239,0.684832,-0.381894,0.00287545
-0.70078,0.671867,-0.391194,0.00243434
-0.686675,0.662369,-0.401564,0.00269001
-0.705344,0.683252,-0.394588,0.00292034
-0.694362,0.704881,-0.386067,0.00234983
-0.696919,0.710475,-0.378161,0.00363688
-0.682813,0.703271,-0.381477,0.00405276
-0.67359,0.681896,-0.388939,0.00280393
-0.67359,0.681896,-0.388939,0.00280393
-0.67359,0.681896,-0.388939,0.00280393
-0.67359,0.681896,-0.388939,0.00280393
-0.670491,0.688998,-0.370111,0.00376845
-0.673892,0.697954,-0.368901,0.00255641
-0.687576,0.691443,-0.379334,0.00305705
-0.665615,0.668887,-0.364091,0.00235723
-0.681,0.655703,-0.388628,0.00227172
-0.681,0.655703,-0.388628,0.00227172
-0.697993,0.645995,-0.387975,0.00200436
-0.709233,0.66736,-0.39708,0.00384422
-0.688535,0.651591,-0.37842,0.00423382
-0.707658,0.668199,-0.40674,0.00214545
-0.686397,0.676524,-0.376034,0.0038563
-0.692064,0.680923,-0.383808,0.00220199
-0.705179,0.685799,-0.380674,0.00285951
-0.708321,0.703101,-0.387267,0.00268806
-0.719512,0.719318,-0.378114,0.00325489
-0.705232,0.703139,-0.382462,0.00345145
-0.720041,0.679852,-0.399161,0.0027353
-0.725169,0.666341,-0.411073,0.00203485
-0.703274,0.680313,-0.389811,0.00286598
-0.710126,0.670069,-0.3939,0.00280956
-0.688608,0.656383,-0.372242,0.00265896
-0.689641,0.679628,-0.391502,0.00319588
-0.665146,0.656298,-0.381016,0.00268108
-0.676405,0.665998,-0.381531,0.00250762
-0.676405,0.665998,-0.381531,0.00250762
-0.686531,0.673133,-0.381191,0.00218016
-0.66713,0.662977,-0.382195,0.00251021
-0.654923,0.654631,-0.372981,0.00291917
-0.633041,0.662214,-0.34359,0.00328022
-0.647595,0.681176,-0.352564,0.00311683
-0.645048,0.701654,-0.352817,0.00327267
-0.66094,0.718764,-0.359618,0.00298002
-0.650501,0.701969,-0.358465,0.00285337
-0.656689,0.720723,-0.344712,0.0043055
-0.64213,0.71959,-0.352148,0.0037567
-0.655442,0.719278,-0.347636,0.00280709
-0.66891,0.743991,-0.348345,0.00463752
-0.683367,0.749711,-0.364331,0.0032948
-0.689992,0.754793,-0.358071,0.00368972
-0.708689,0.749752,-0.354571,0.00502001
-0.732061,0.732485,-0.366849,0.00401693
-0.749156,0.754279,-0.358361,0.00472474
-0.764496,0.766299,-0.361195,0.0051132
-0.764496,0.766299,-0.361195,0.0051132
-0.776612,0.743765,-0.370188,0.00578461
-0.763585,0.742103,-0.365484,0.00564849
-0.775269,0.765916,-0.366446,0.00453717
-0.775269,0.765916,-0.366446,0.00453717
-0.775269,0.765916,-0.366446,0.00453717
-0.775269,0.765916,-0.366446,0.00453717
-0.775269,0.765916,-0.366446,0.00453717
-0.794121,0.768368,-0.362948,0.0058836
-0.808616,0.774232,-0.337721,0.00693531
-0.814828,0.755075,-0.323811,0.00861544
-0.796688,0.742662,-0.381835,0.00490979
-0.805367,0.723303,-0.379983,0.00496933
-0.82394,0.736063,-0.347006,0.00705796
-0.804961,0.736134,-0.369205,0.00579739
-0.786333,0.744168,-0.381819,0.00429948
-0.799086,0.723263,-0.377936,0.00543095
-0.799086,0.723263,-0.377936,0.00543095
-0.796174,0.718505,-0.384141,0.00469914
-0.810408,0.720255,-0.389713,0.00494683
-0.810408,0.720255,-0.389713,0.00494683
-0.787532,0.740207,-0.362762,0.00496573
-0.775431,0.762872,-0.36742,0.00584032
-0.76707,0.753672,-0.379743,0.00464276
-0.753336,0.754812,-0.354954,0.00617234
-0.753336,0.754812,-0.354954,0.00617234
-0.753954,0.765202,-0.348365,0.00583041
-0.749142,0.741137,-0.364602,0.00457632
-0.743872,0.764446,-0.362703,0.00534402
-0.739381,0.757005,-0.357419,0.0058755
-0.723939,0.744267,-0.373828,0.00386363
-0.74861,0.749925,-0.371321,0.00455092
-0.74861,0.749925,-0.371321,0.00455092
-0.751825,0.760522,-0.358152,0.00704018
-0.761991,0.740978,-0.378104,0.00492803
-0.761991,0.740978,-0.378104,0.00492803
-0.775187,0.716848,-0.378196,0.00445369
-0.775187,0.716848,-0.378196,0.00445369
-0.753363,0.691968,-0.409445,0.00306531
-0.768115,0.714786,-0.410712,0.0030684
-0.765951,0.71903,-0.390802,0.0047175
-0.742403,0.69962,-0.389303,0.00348871
-0.749487,0.705379,-0.388097,0.00313029
-0.736901,0.706491,-0.394162,0.00423524
-0.736901,0.706491,-0.394162,0.00423524
-0.723984,0.709937,-0.407227,0.00312531
-0.711311,0.703446,-0.410696,0.00274643
-0.736191,0.679524,-0.39743,0.0024789
-0.760731,0.684538,-0.419025,0.00302615
-0.770761,0.689519,-0.425523,0.00317001
-0.770761,0.689519,-0.425523,0.00317001
-0.770761,0.689519,-0.425523,0.00317001
-0.747536,0.688634,-0.41756,0.00275436
-0.747536,0.688634,-0.41756,0.00275436
-0.76232,0.668299,-0.424303,0.00237757
-0.766431,0.644446,-0.432151,0.00222259
-0.749833,0.633947,-0.438914,0.00176785
-0.772261,0.624466,-0.439747,0.00182493
-0.757835,0.647554,-0.424573,0.00207754
-0.755837,0.6318,-0.439101,0.00196858
-0.76296,0.621089,-0.437892,0.00166785
-0.784096,0.600429,-0.443353,0.00167303
-0.803427,0.588079,-0.439919,0.00173598
-0.8251,0.583471,-0.43625,0.00161005
-0.838685,0.583339,-0.441025,0.00177029
-0.848354,0.582807,-0.426028,0.00178518
-0.825039,0.574145,-0.427691,0.00201993
-0.826092,0.579335,-0.42836,0.00261836
-0.826092,0.579335,-0.42836,0.00261836
-0.812771,0.594715,-0.447363,0.0015799
-0.812771,0.594715,-0.447363,0.0015799
-0.8356,0.61952,-0.440085,0.00211417
-0.853099,0.6024,-0.441315,0.00269442
-0.853099,0.6024,-0.441315,0.00269442
-0.85167,0.590027,-0.434281,0.00199083
-0.837862,0.602254,-0.43842,0.00207248
-0.840878,0.607796,-0.436147,0.00222468
-0.825666,0.595147,-0.435351,0.00184542
-0.811609,0.616739,-0.442827,0.00251557
-0.828558,0.597618,-0.451738,0.00134294
-0.83074,0.592853,-0.438354,0.00255769
-0.84432,0.582278,-0.439576,0.00156014
-0.820499,0.601347,-0.438931,0.00191292
-0.834864,0.607374,-0.445402,0.00138214
-0.825089,0.631633,-0.446746,0.00139455
-0.830251,0.618364,-0.437477,0.00194637
-0.818062,0.610827,-0.442164,0.00167408
-0.801244,0.599657,-0.439271,0.00205724
-0.780948,0.576187,-0.431133,0.00197045
-0.765451,0.575687,-0.429723,0.00197546
-0.762265,0.587513,-0.428088,0.00170686
-0.750463,0.583908,-0.4309,0.00195971
-0.734603,0.576251,-0.429356,0.00196073
-0.748848,0.592432,-0.427387,0.00154145
-0.76188,0.598354,-0.42486,0.00152904
-0.775284,0.587499,-0.436348,0.00186093
-0.775284,0.587499,-0.436348,0.00186093
-0.792032,0.563816,-0.423676,0.00210604
-0.814814,0.561582,-0.41587,0.00221132
-0.814814,0.561582,-0.41587,0.00221132
-0.801039,0.548008,-0.402904,0.00236135
-0.78188,0.550697,-0.41752,0.00269468
-0.782718,0.539609,-0.410983,0.0026713
-0.788457,0.546588,-0.415923,0.00207463
-0.788457,0.546588,-0.415923,0.00207463
-0.810374,0.562061,-0.421455,0.00205211
-0.82145,0.55863,-0.412168,0.00214285
-0.823727,0.566306,-0.428798,0.00194718
-0.823727,0.566306,-0.428798,0.00194718
-0.809998,0.578915,-0.445258,0.0019753
-0.795716,0.561344,-0.433179,0.00229445
-0.770723,0.549612,-0.406595,0.00244045
-0.75194,0.555183,-0.415224,0.00253539
-0.771579,0.565361,-0.445887,0.0022017
-0.771579,0.565361,-0.445887,0.0022017
-0.771579,0.565361,-0.445887,0.0022017
-0.771579,0.565361,-0.445887,0.0022017
-0.771579,0.565361,-0.445887,0.0022017
-0.794626,0.566944,-0.43004,0.00206406
-0.803459,0.559538,-0.421241,0.00221425
-0.818191,0.569867,-0.440242,0.00215863
-0.802211,0.585835,-0.434037,0.00148935
-0.799447,0.56587,-0.435473,0.00209095
-0.817911,0.572366,-0.428693,0.00176871
-0.839645,0.594984,-0.436561,0.00222815
-0.852128,0.576246,-0.413431,0.00209327
-0.8614,0.590519,-0.44573,0.00186743
-0.881353,0.581571,-0.40571,0.00206981
-0.868826,0.585836,-0.430601,0.00227996
-0.868826,0.585836,-0.430601,0.00227996
-0.874736,0.609124,-0.433877,0.00203814
-0.88535,0.61444,-0.429207,0.00232155
-0.871376,0.591247,-0.43513,0.00247117
-0.889461,0.599177,-0.422136,0.00265846
-0.889461,0.599177,-0.422136,0.00265846
-0.865837,0.596427,-0.430673,0.00213289
-0.873765,0.620886,-0.427744,0.00274291
-0.870312,0.635519,-0.436402,0.00301658
-0.870312,0.635519,-0.436402,0.00301658
-0.855103,0.646379,-0.421023,0.00451943
-0.831117,0.651414,-0.433032,0.00364016
-0.843758,0.639337,-0.430293,0.00257543
-0.839451,0.628832,-0.444613,0.00200523
-0.839451,0.628832,-0.444613,0.00200523
-0.839451,0.628832,-0.444613,0.00200523
-0.833167,0.612488,-0.43829,0.00237745
-0.833167,0.612488,-0.43829,0.00237745
-0.808394,0.632037,-0.442885,0.00192369
-0.823259,0.646784,-0.4303,0.00248948
-0.820228,0.623428,-0.443142,0.00153397
-0.832333,0.643891,-0.427819,0.0026799
-0.809427,0.625695,-0.440741,0.00173644
-0.798862,0.602476,-0.449502,0.00158556
-0.775402,0.579099,-0.440312,0.00177778
-0.756408,0.578465,-0.435203,0.00168909
-0.756408,0.578465,-0.435203,0.00168909
-0.77411,0.563956,-0.425765,0.00209291
-0.77411,0.563956,-0.425765,0.00209291
-0.778558,0.572498,-0.418993,0.00184522
-0.776634,0.553976,-0.416886,0.00233517
-0.80071,0.57587,-0.432741,0.00178475
-0.812501,0.569315,-0.432083,0.00198849
-0.804975,0.569965,-0.435579,0.00179209
-0.826709,0.575947,-0.430503,0.00166791
-0.843474,0.579772,-0.435463,0.00208863
-0.862131,0.57031,-0.418731,0.00266706
-0.879501,0.574536,-0.409203,0.00221297
-0.862719,0.593972,-0.433557,0.00208226
-0.862719,0.593972,-0.433557,0.00208226
-0.881109,0.606178,-0.427974,0.00224216
-0.869246,0.624582,-0.418778,0.00287002
-0.88111,0.618104,-0.431322,0.00255808
-0.885848,0.597872,-0.423251,0.00260253
-0.867513,0.573546,-0.435824,0.00215812
-0.867513,0.573546,-0.435824,0.00215812
-0.867513,0.573546,-0.435824,0.00215812
-0.8905,0.554281,-0.379347,0.00288506
-0.900291,0.543669,-0.374847,0.0028918
-0.904349,0.536984,-0.360993,0.00312583
-0.904349,0.536984,-0.360993,0.00312583
-0.880946,0.537688,-0.3766,0.00308479
-0.880946,0.537688,-0.3766,0.00308479
-0.893622,0.549253,-0.369226,0.00284986
-0.893622,0.549253,-0.369226,0.00284986
-0.877276,0.569368,-0.406285,0.00267584
-0.877276,0.569368,-0.406285,0.00267584
-0.883005,0.584131,-0.440445,0.00236791
-0.859021,0.568854,-0.421266,0.00242281
-0.841825,0.54534,-0.397211,0.0025933
-0.836631,0.548414,-0.40463,0.00228615
-0.82773,0.54455,-0.40696,0.00253787
-0.82773,0.54455,-0.40696,0.00253787
-0.838272,0.567636,-0.438175,0.00237165
-0.838272,0.567636,-0.438175,0.00237165
-0.832675,0.57663,-0.439474,0.00185963
-0.832675,0.57663,-0.439474,0.00185963
-0.832675,0.57663,-0.439474,0.00185963
-0.856787,0.569841,-0.438198,0.00234044
-0.852533,0.577912,-0.438476,0.00203608
-0.838358,0.600311,-0.447273,0.00181268
-0.847982,0.598144,-0.440071,0.00181805
-0.834263,0.577141,-0.434457,0.00177442
-0.849769,0.60125,-0.440089,0.00190776
-0.853342,0.605492,-0.448434,0.00172629
-0.856116,0.624257,-0.438484,0.00218165
-0.844876,0.610467,-0.451354,0.00204412
-0.840774,0.591606,-0.451387,0.00178294
-0.852458,0.571591,-0.424887,0.00224017
-0.827767,0.558343,-0.422295,0.00244657
-0.829712,0.553639,-0.406793,0.00261841
-0.806317,0.530323,-0.395945,0.00305706
-0.806317,0.530323,-0.395945,0.00305706
-0.808101,0.540198,-0.389236,0.00287836
-0.803397,0.554506,-0.413221,0.00219199
-0.822535,0.558013,-0.411744,0.00241703
-0.813358,0.546301,-0.417006,0.00253695
-0.813358,0.546301,-0.417006,0.00253695
-0.816449,0.549105,-0.416667,0.00264948
-0.82742,0.570896,-0.430933,0.00217729
-0.805272,0.570503,-0.434748,0.00164959
-0.784087,0.577089,-0.427564,0.001552
-0.804429,0.563486,-0.418936,0.00238197
-0.804429,0.563486,-0.418936,0.00238197
-0.794843,0.572759,-0.436153,0.00179137
-0.803751,0.550166,-0.417431,0.00273241
-0.81696,0.539852,-0.393188,0.00287429
-0.821517,0.53567,-0.406335,0.00313471
-0.819053,0.542717,-0.412545,0.00288645
-0.828756,0.548765,-0.414439,0.00258139
-0.853634,0.565534,-0.414944,0.00209885
-0.839141,0.584563,-0.434459,0.00179723
-0.859717,0.566774,-0.435595,0.00229231
-0.843299,0.58721,-0.437731,0.00164262
-0.831169,0.603226,-0.454276,0.00125261
-0.831169,0.603226,-0.454276,0.00125261
-0.831169,0.603226,-0.454276,0.00125261
-0.818703,0.628183,-0.443057,0.00192786
-0.837543,0.651484,-0.435908,0.00285139
-0.823021,0.632893,-0.438091,0.00211291
-0.81895,0.635615,-0.437622,0.00212078
-0.817047,0.635503,-0.435346,0.00564828
-0.832672,0.613418,-0.435276,0.00259089
-0.824249,0.602276,-0.446101,0.00156859
-0.80937,0.623403,-0.446788,0.00166739
-0.812201,0.602517,-0.450103,0.00143344
