mu,sigma,integral,error
0.888316,0.652809,-0.424747,0.00287003
0.877669,0.672787,-0.412179,0.00358322
0.877669,0.672787,-0.412179,0.00358322
0.885241,0.654234,-0.424726,0.00344467
0.895343,0.634398,-0.424006,0.00280153
0.895343,0.634398,-0.424006,0.00280153
0.877529,0.611145,-0.433341,0.00220399
0.895077,0.604182,-0.424117,0.00253888
0.910171,0.612814,-0.420593,0.00252033
0.88654,0.636919,-0.415685,0.00343811
0.895701,0.619291,-0.429559,0.00283035
0.881902,0.637439,-0.438522,0.00250637
0.881902,0.637439,-0.438522,0.00250637
0.881902,0.637439,-0.438522,0.00250637
0.881902,0.637439,-0.438522,0.00250637
0.881902,0.637439,-0.438522,0.00250637
0.881902,0.637439,-0.438522,0.00250637
0.881902,0.637439,-0.438522,0.00250637
0.857365,0.649034,-0.422495,0.00298796
0.860503,0.652597,-0.415067,0.00421857
0.881984,0.662322,-0.407515,0.00363871
0.867655,0.678958,-0.398913,0.00468784
0.852066,0.6881,-0.417629,0.00471618
0.852066,0.6881,-0.417629,0.00471618
0.852066,0.6881,-0.417629,0.00471618
0.849792,0.700326,-0.41291,0.00312027
0.849792,0.700326,-0.41291,0.00312027
0.849792,0.700326,-0.41291,0.00312027
0.858045,0.679905,-0.401535,0.00415913
0.859342,0.688695,-0.411331,0.00407494
0.877101,0.690519,-0.370799,0.00656205
0.856485,0.70795,-0.398229,0.0052262
0.856485,0.70795,-0.398229,0.0052262
0.864146,0.696461,-0.391539,0.0052261
0.864146,0.696461,-0.391539,0.0052261
0.864146,0.696461,-0.391539,0.0052261
0.864146,0.696461,-0.391539,0.0052261
0.858498,0.695586,-0.390358,0.0042933
0.858498,0.695586,-0.390358,0.0042933
0.861912,0.689387,-0.408359,0.0045898
0.861912,0.689387,-0.408359,0.0045898
0.868556,0.66792,-0.410308,0.00441232
0.863233,0.651072,-0.398494,0.00417619
0.874007,0.667971,-0.416013,0.0042525
0.852216,0.654419,-0.409862,0.00438303
0.855389,0.674318,-0.423336,0.00413268
0.848634,0.681672,-0.41403,0.00373564
0.848634,0.681672,-0.41403,0.00373564
0.858945,0.691604,-0.401801,0.00529674
0.837885,0.679532,-0.414887,0.00360827
0.837885,0.679532,-0.414887,0.00360827
0.843652,0.655945,-0.43494,0.00249505
0.847474,0.65982,-0.437683,0.0033124
0.836354,0.67826,-0.413045,0.00390994
0.846831,0.670143,-0.398871,0.0044678
0.823415,0.665243,-0.412559,0.00481916
0.812887,0.648806,-0.434136,0.00287863
0.820477,0.624579,-0.452825,0.00174897
0.820477,0.624579,-0.452825,0.00174897
0.843146,0.606703,-0.442993,0.0017908
0.855013,0.583267,-0.430965,0.00205983
0.874115,0.605583,-0.445167,0.00209157
0.857068,0.608042,-0.439334,0.00216646
0.857358,0.589794,-0.435296,0.00219569
0.855737,0.604469,-0.432951,0.00207742
0.837956,0.588072,-0.442547,0.00188182
0.824301,0.588553,-0.43863,0.0015978
0.81327,0.613001,-0.445044,0.00192419
0.797799,0.623932,-0.447069,0.00134707
0.805076,0.626707,-0.443084,0.00174796
0.811638,0.604018,-0.443763,0.00160087
0.821302,0.612374,-0.43805,0.00182157
0.799135,0.613846,-0.440747,0.00201016
0.777592,0.611388,-0.436485,0.00195564
0.753469,0.626869,-0.44082,0.00158347
0.753469,0.626869,-0.44082,0.00158347
0.743555,0.619662,-0.438037,0.00175115
0.722886,0.628212,-0.41015,0.00210997
0.710691,0.632257,-0.403459,0.00176828
0.689146,0.640739,-0.38759,0.00238982
0.692589,0.638083,-0.394194,0.00237498
0.711784,0.641685,-0.416605,0.0017627
0.726141,0.623926,-0.417806,0.00156204
0.738419,0.641478,-0.414352,0.0019717
0.733329,0.662785,-0.426192,0.00200331
0.733329,0.662785,-0.426192,0.00200331
0.733329,0.662785,-0.426192,0.00200331
0.714822,0.677119,-0.404643,0.00218874
0.735131,0.66958,-0.399039,0.00259659
0.73757,0.672076,-0.419617,0.00227444
0.737112,0.654602,-0.421115,0.00198436
0.759883,0.634383,-0.437574,0.0017927
0.739447,0.646252,-0.427132,0.00171037
0.715776,0.624029,-0.420056,0.0021367
0.721828,0.609122,-0.430891,0.00172445
0.721828,0.609122,-0.430891,0.00172445
0.706248,0.616698,-0.418378,0.00212861
0.708098,0.614028,-0.405638,0.00215447
0.697118,0.626363,-0.405492,0.00281439
0.704808,0.626835,-0.414453,0.00231773
0.704808,0.626835,-0.414453,0.00231773
0.681193,0.619259,-0.403553,0.0022608
0.701975,0.610033,-0.415782,0.00218142
0.701975,0.610033,-0.415782,0.00218142
0.708793,0.63361,-0.411401,0.0019162
0.723182,0.638723,-0.405918,0.00170545
0.723002,0.617504,-0.416561,0.00195208
0.723002,0.617504,-0.416561,0.00195208
0.741226,0.598512,-0.418274,0.00199524
0.720265,0.615302,-0.415894,0.00195552
0.720265,0.615302,-0.415894,0.00195552
0.710416,0.627645,-0.415343,0.00186151
0.701678,0.642828,-0.401576,0.00202151
0.696246,0.664068,-0.388286,0.00262969
0.673541,0.658476,-0.365783,0.00264289
0.666784,0.660721,-0.371981,0.0025739
0.676829,0.657908,-0.379004,0.00252613
0.681551,0.638271,-0.38706,0.00247934
0.697752,0.625219,-0.405851,0.00242067
0.697356,0.61516,-0.397882,0.00207166
0.713707,0.614011,-0.409036,0.00224214
0.690574,0.598983,-0.417281,0.00259011
0.686834,0.602815,-0.384097,0.00204758
0.686834,0.602815,-0.384097,0.00204758
0.663313,0.597399,-0.370393,0.0028852
0.661951,0.588756,-0.37914,0.00259016
0.661951,0.588756,-0.37914,0.00259016
0.653625,0.578504,-0.355847,0.00286681
0.653625,0.578504,-0.355847,0.00286681
0.650322,0.581911,-0.352625,0.00276857
0.62815,0.56912,-0.319606,0.0024548
0.617365,0.563592,-0.310244,0.0035436
0.632201,0.562426,-0.337502,0.00381785
0.632201,0.562426,-0.337502,0.00381785
0.632201,0.562426,-0.337502,0.00381785
0.646806,0.541632,-0.331593,0.00365492
0.634114,0.520181,-0.282263,0.00342552
0.634114,0.520181,-0.282263,0.00342552
0.650474,0.536795,-0.318133,0.00315351
0.643513,0.529451,-0.324624,0.00391311
0.649234,0.543033,-0.325633,0.00297084
0.649234,0.543033,-0.325633,0.00297084
0.664038,0.544533,-0.338253,0.00317651
0.679016,0.569514,-0.372907,0.00264096
0.698241,0.584024,-0.397316,0.00228671
0.698241,0.584024,-0.397316,0.00228671
0.698241,0.584024,-0.397316,0.00228671
0.712616,0.58521,-0.409007,0.00236908
0.730543,0.594659,-0.426936,0.00198458
0.739328,0.583655,-0.420048,0.00193223
0.762938,0.569385,-0.416539,0.0017169
0.753607,0.561369,-0.424205,0.00213199
0.747317,0.585103,-0.42667,0.00192286
0.750697,0.581203,-0.431137,0.00189248
0.750697,0.581203,-0.431137,0.00189248
0.743545,0.586101,-0.43095,0.00185576
0.75388,0.591699,-0.431741,0.00152176
0.749962,0.608428,-0.435904,0.00143076
0.745056,0.610252,-0.435556,0.00181304
0.74965,0.631623,-0.423617,0.00191203
0.74217,0.632675,-0.428775,0.00206777
0.74217,0.632675,-0.428775,0.00206777
0.739053,0.639888,-0.423731,0.00181894
0.725947,0.630236,-0.427296,0.0018678
0.724651,0.651445,-0.406559,0.00273046
0.738046,0.656236,-0.420853,0.00256042
0.737788,0.679248,-0.395556,0.00327935
0.721803,0.668593,-0.410994,0.00268448
0.704154,0.668714,-0.391513,0.00213976
0.71534,0.687462,-0.392106,0.00358718
0.71534,0.687462,-0.392106,0.00358718
0.71534,0.687462,-0.392106,0.00358718
0.719944,0.69554,-0.39944,0.00331995
0.744535,0.69647,-0.402907,0.00324842
0.754232,0.705669,-0.398675,0.00335903
0.759754,0.700415,-0.414548,0.00255514
0.737604,0.709993,-0.397255,0.00373949
0.754776,0.724273,-0.421096,0.00279205
0.754776,0.724273,-0.421096,0.00279205
0.754776,0.724273,-0.421096,0.00279205
0.754776,0.724273,-0.421096,0.00279205
0.754776,0.724273,-0.421096,0.00279205
0.760169,0.722899,-0.403809,0.00269495
0.773101,0.708128,-0.417844,0.00384181
0.773101,0.708128,-0.417844,0.00384181
0.783968,0.688914,-0.411588,0.00335889
0.801055,0.707323,-0.421671,0.00308088
0.801055,0.707323,-0.421671,0.00308088
0.791842,0.699889,-0.413758,0.00348114
0.791842,0.699889,-0.413758,0.00348114
0.781308,0.724044,-0.398526,0.00448981
0.781308,0.724044,-0.398526,0.00448981
0.764376,0.711993,-0.401224,0.00303564
0.7484,0.695447,-0.398267,0.00316386
0.742351,0.69748,-0.377618,0.0037267
0.745951,0.691195,-0.398246,0.00347493
0.752441,0.706636,-0.395516,0.00332062
0.752441,0.706636,-0.395516,0.00332062
0.776285,0.695738,-0.395248,0.00313251
0.782491,0.720148,-0.406439,0.00311755
0.782491,0.720148,-0.406439,0.00311755
0.782491,0.720148,-0.406439,0.00311755
0.782491,0.720148,-0.406439,0.00311755
0.758909,0.729636,-0.395546,0.0038359
0.778651,0.712318,-0.405933,0.00382265
0.761125,0.718606,-0.390246,0.00366692
0.760865,0.711095,-0.377854,0.00505903
0.783314,0.711513,-0.401989,0.00383914
0.776472,0.692472,-0.400444,0.00381626
0.773423,0.669922,-0.439523,0.00213611
0.773423,0.669922,-0.439523,0.00213611
0.773423,0.669922,-0.439523,0.00213611
0.764268,0.654731,-0.42627,0.00207222
0.785641,0.670661,-0.425361,0.00238786
0.770388,0.691141,-0.422865,0.00296886
0.787051,0.672393,-0.424358,0.00225728
0.782743,0.655573,-0.438065,0.00232655
0.771976,0.662979,-0.428689,0.00230178
0.750622,0.650226,-0.428241,0.00210419
0.771022,0.638649,-0.440597,0.00158728
0.791419,0.6422,-0.425546,0.00282206
0.802923,0.663627,-0.42644,0.00261051
0.802923,0.663627,-0.42644,0.00261051
0.802923,0.663627,-0.42644,0.00261051
0.812041,0.643294,-0.447105,0.00188062
0.820502,0.640991,-0.442643,0.0019024
0.820394,0.617434,-0.44277,0.00216909
0.833428,0.602768,-0.441765,0.00219967
0.812775,0.618934,-0.445631,0.0014499
0.814635,0.595147,-0.446496,0.00162235
0.791514,0.581962,-0.426272,0.00180394
0.784683,0.597576,-0.434667,0.00161154
0.784683,0.597576,-0.434667,0.00161154
0.792356,0.57752,-0.443184,0.0018965
0.792356,0.57752,-0.443184,0.0018965
0.815815,0.594999,-0.44674,0.00146423
0.82521,0.610438,-0.441639,0.00226394
0.828231,0.603593,-0.440376,0.00154461
0.819473,0.611705,-0.447636,0.00165638
0.821039,0.634068,-0.436673,0.00274544
0.826052,0.620148,-0.449429,0.00154893
0.822231,0.611684,-0.449988,0.00152541
0.814147,0.602116,-0.455055,0.00145398
0.814147,0.602116,-0.455055,0.00145398
0.822074,0.622989,-0.451062,0.00143064
0.804376,0.620732,-0.449357,0.00128141
0.804376,0.620732,-0.449357,0.00128141
0.783846,0.617933,-0.436271,0.00161022
0.80509,0.62179,-0.454245,0.00129133
0.825292,0.600809,-0.442191,0.0017159
0.839336,0.592834,-0.44711,0.00167477
0.839336,0.592834,-0.44711,0.00167477
0.839336,0.592834,-0.44711,0.00167477
0.855074,0.6066,-0.440997,0.00219259
0.839696,0.628131,-0.442614,0.00220658
0.839696,0.628131,-0.442614,0.00220658
0.835475,0.617797,-0.43988,0.00177977
0.835475,0.617797,-0.43988,0.00177977
0.859583,0.597407,-0.435925,0.00344586
0.863665,0.622347,-0.435813,0.00183751
0.872835,0.615093,-0.436127,0.00299291
0.872835,0.615093,-0.436127,0.00299291
0.869068,0.606305,-0.432394,0.00297841
0.852265,0.591034,-0.432697,0.00206048
0.848676,0.578437,-0.417143,0.00186495
0.827525,0.562286,-0.425169,0.00234418
0.845598,0.569276,-0.436674,0.00229099
0.828191,0.580717,-0.429706,0.00235348
0.8206,0.597854,-0.438481,0.00164747
0.812082,0.621423,-0.450225,0.00136051
0.827751,0.614755,-0.449805,0.0015829
0.827751,0.614755,-0.449805,0.0015829
0.811096,0.591949,-0.448855,0.00140292
0.814973,0.589606,-0.446157,0.00145733
0.814973,0.589606,-0.446157,0.00145733
0.812441,0.603035,-0.447013,0.00152772
0.835986,0.603122,-0.4364,0.0019266
0.835675,0.587265,-0.444323,0.00185594
0.835675,0.587265,-0.444323,0.00185594
0.819108,0.608452,-0.44799,0.00138772
0.803203,0.627801,-0.444057,0.00167722
0.787509,0.632165,-0.44861,0.00161633
0.788456,0.619098,-0.449222,0.00133799
0.81222,0.624582,-0.446487,0.00142928
0.81222,0.624582,-0.446487,0.00142928
0.817134,0.632059,-0.449945,0.00141697
0.825796,0.618357,-0.434092,0.00278733
0.844769,0.594773,-0.439282,0.00175121
0.868444,0.617144,-0.43367,0.00243121
0.867399,0.627683,-0.442871,0.00249371
0.867399,0.627683,-0.442871,0.00249371
0.867399,0.627683,-0.442871,0.00249371
0.867399,0.627683,-0.442871,0.00249371
0.867399,0.627683,-0.442871,0.00249371
0.875882,0.61686,-0.42778,0.00274611
0.896046,0.598418,-0.411481,0.00269809
0.885829,0.620244,-0.424359,0.00318136
0.880054,0.643273,-0.424634,0.00291231
0.902987,0.633721,-0.397152,0.00498655
0.907791,0.610393,-0.408781,0.00296676
0.919844,0.628279,-0.425075,0.00320682
0.908402,0.620528,-0.411367,0.0032728
0.894962,0.644112,-0.4044,0.00395749
0.892732,0.624512,-0.401646,0.00376963
0.875003,0.601281,-0.432491,0.0025785
0.890829,0.583614,-0.419748,0.00230753
0.866673,0.563766,-0.423351,0.00222846
0.851623,0.581224,-0.43197,0.00194466
0.827741,0.58121,-0.438632,0.00226332
0.836276,0.594532,-0.446134,0.00168858
0.836276,0.594532,-0.446134,0.00168858
0.836276,0.594532,-0.446134,0.00168858
0.817736,0.601591,-0.44356,0.00383519
0.817736,0.601591,-0.44356,0.00383519
0.797391,0.599867,-0.439435,0.0021375
0.797391,0.599867,-0.439435,0.0021375
0.817451,0.606389,-0.443051,0.00147911
0.834583,0.608956,-0.4388,0.00212012
0.823517,0.601122,-0.443228,0.00159589
0.805109,0.609075,-0.4426,0.00143511
0.825867,0.617599,-0.448987,0.00212683
0.825867,0.617599,-0.448987,0.00212683
0.825867,0.617599,-0.448987,0.00212683
0.815823,0.625199,-0.449234,0.00155364
0.815823,0.625199,-0.449234,0.00155364
0.815823,0.625199,-0.449234,0.00155364
0.815823,0.625199,-0.449234,0.00155364
0.815403,0.628238,-0.443472,0.00244938
0.8309,0.621565,-0.440608,0.00241554
0.85135,0.640369,-0.448611,0.00227783
0.841923,0.635059,-0.436339,0.00214672
0.832647,0.654952,-0.437053,0.00250842
0.832647,0.654952,-0.437053,0.00250842
0.832647,0.654952,-0.437053,0.00250842
0.848875,0.648099,-0.434809,0.0036316
0.824776,0.64164,-0.434182,0.00236122
0.806871,0.651932,-0.444863,0.00207568
0.811404,0.656559,-0.422617,0.0032792
0.830401,0.665609,-0.413139,0.00469203
0.805943,0.666165,-0.434548,0.00290729
0.805943,0.666165,-0.434548,0.00290729
0.786069,0.669817,-0.413395,0.00327351
0.779972,0.660396,-0.431643,0.00332465
0.800742,0.649793,-0.430724,0.00218859
0.780079,0.653828,-0.432975,0.00229302
0.7832,0.677669,-0.411619,0.00359055
0.802351,0.67859,-0.414192,0.00478129
0.793997,0.68272,-0.423701,0.00254925
0.793997,0.68272,-0.423701,0.00254925
0.780773,0.659921,-0.419885,0.0034054
0.758078,0.648424,-0.43184,0.00169152
0.780067,0.644667,-0.438283,0.00193552
0.780067,0.644667,-0.438283,0.00193552
0.770068,0.646758,-0.442757,0.00147967
0.770068,0.646758,-0.442757,0.00147967
0.780423,0.651628,-0.43347,0.00266443
0.798418,0.646599,-0.447572,0.00153015
0.798418,0.646599,-0.447572,0.00153015
0.804537,0.657329,-0.429875,0.00296126
0.785998,0.65132,-0.441317,0.00162327
0.792064,0.635224,-0.444894,0.00185586
0.792064,0.635224,-0.444894,0.00185586
0.792064,0.635224,-0.444894,0.00185586
0.806638,0.648634,-0.427943,0.00268326
0.792511,0.647322,-0.440952,0.00169789
0.774501,0.645421,-0.436039,0.00186631
0.766709,0.664313,-0.44218,0.0019548
0.766709,0.664313,-0.44218,0.0019548
0.785923,0.660817,-0.418348,0.00318142
0.763795,0.681363,-0.428023,0.00198095
0.77268,0.664088,-0.418688,0.00323572
0.767965,0.64206,-0.436603,0.0019358
0.748969,0.624904,-0.431276,0.00172451
0.734091,0.632737,-0.426804,0.00185685
0.748224,0.637086,-0.439264,0.00159671
0.748224,0.637086,-0.439264,0.00159671
0.748224,0.637086,-0.439264,0.00159671
0.740348,0.626504,-0.430157,0.00173963
0.727029,0.625522,-0.436352,0.0016872
0.745148,0.613274,-0.434219,0.00165556
0.752827,0.602142,-0.433706,0.0015892
0.760718,0.61517,-0.436293,0.00181172
0.737844,0.607318,-0.430245,0.00146723
0.745894,0.615437,-0.427559,0.00162538
0.757921,0.600181,-0.4332,0.00150643
0.767047,0.589831,-0.430992,0.00165475
0.767047,0.589831,-0.430992,0.00165475
0.780599,0.608774,-0.447638,0.00143281
0.797826,0.620888,-0.447333,0.00160353
0.797826,0.620888,-0.447333,0.00160353
0.817106,0.619864,-0.446151,0.00226852
0.837097,0.599371,-0.440856,0.0014843
0.852058,0.599707,-0.43846,0.00200198
0.829568,0.590248,-0.443873,0.00147863
0.816483,0.579571,-0.439346,0.00163289
0.825148,0.581731,-0.442068,0.00184282
0.841301,0.587812,-0.439993,0.00324095
0.86059,0.599062,-0.425686,0.00323526
0.874069,0.616107,-0.443321,0.00301008
0.874069,0.616107,-0.443321,0.00301008
0.877972,0.611159,-0.424348,0.00356862
0.854364,0.615871,-0.443609,0.00278855
0.85731,0.636945,-0.438614,0.00270028
0.85731,0.636945,-0.438614,0.00270028
0.850315,0.623421,-0.441506,0.00242602
0.839372,0.618967,-0.435132,0.00210645
0.863544,0.616619,-0.433113,0.00298094
0.851956,0.630107,-0.422562,0.002887
0.857491,0.652903,-0.43167,0.00316447
0.837496,0.664852,-0.414524,0.00389967
0.858329,0.675895,-0.423554,0.00333857
0.858329,0.675895,-0.423554,0.00333857
0.858329,0.675895,-0.423554,0.00333857
0.858329,0.675895,-0.423554,0.00333857
0.836427,0.657853,-0.431914,0.00285431
0.836427,0.657853,-0.431914,0.00285431
0.841952,0.647761,-0.433893,0.00293394
0.844096,0.630058,-0.438542,0.00192243
0.830349,0.645603,-0.434213,0.00284793
0.816708,0.621049,-0.452142,0.00123228
0.836446,0.60926,-0.452653,0.00145493
0.836446,0.60926,-0.452653,0.00145493
0.836446,0.60926,-0.452653,0.00145493
0.846418,0.588236,-0.43673,0.00204764
0.846418,0.588236,-0.43673,0.00204764
0.859194,0.604017,-0.428477,0.00221239
0.842233,0.606293,-0.439931,0.00189992
0.850666,0.629933,-0.447316,0.00174417
0.860083,0.615982,-0.438809,0.0022557
0.861273,0.625814,-0.437062,0.00215973
0.847726,0.628837,-0.433365,0.0026651
0.838062,0.649653,-0.42152,0.00385575
0.814055,0.661219,-0.423615,0.00450151
0.823364,0.680521,-0.42789,0.00272301
0.824893,0.700345,-0.413449,0.003647
0.800515,0.697521,-0.411203,0.00400208
0.800515,0.697521,-0.411203,0.00400208
0.800515,0.697521,-0.411203,0.00400208
0.7958,0.713164,-0.404673,0.00397919
0.7963,0.710712,-0.412517,0.00482462
0.7963,0.710712,-0.412517,0.00482462
0.7963,0.710712,-0.412517,0.00482462
0.804442,0.71983,-0.390299,0.00557147
0.824192,0.707447,-0.402831,0.00442562
0.824192,0.707447,-0.402831,0.00442562
0.824192,0.707447,-0.402831,0.00442562
0.800068,0.698854,-0.406615,0.00447554
0.797085,0.689856,-0.421342,0.00353633
0.787779,0.666216,-0.425579,0.00307776
0.774782,0.686181,-0.425504,0.00305806
0.774782,0.686181,-0.425504,0.00305806
0.755689,0.696307,-0.423857,0.00220643
0.755689,0.696307,-0.423857,0.00220643
0.747198,0.685481,-0.426619,0.00264656
0.747048,0.679124,-0.401805,0.00201381
0.747131,0.680889,-0.411716,0.00320016
0.765525,0.660043,-0.428423,0.00316022
0.746456,0.658346,-0.424502,0.00197463
0.746456,0.658346,-0.424502,0.00197463
0.754488,0.649091,-0.428401,0.00168112
0.775443,0.64144,-0.448994,0.00153578
0.775443,0.64144,-0.448994,0.00153578
0.775443,0.64144,-0.448994,0.00153578
0.76307,0.617672,-0.437229,0.00156325
0.761514,0.627825,-0.436699,0.00164837
0.740661,0.60807,-0.431768,0.00147367
0.756875,0.630852,-0.433889,0.00171491
0.774548,0.620293,-0.437948,0.00154492
0.790407,0.628568,-0.451231,0.0014018
0.770637,0.609327,-0.435761,0.00178803
0.758567,0.611767,-0.435919,0.00164351
0.73374,0.619246,-0.424496,0.00150917
0.740354,0.609733,-0.418297,0.00163085
0.764032,0.599114,-0.433581,0.00159538
0.777241,0.611754,-0.443538,0.00128216
0.752769,0.592674,-0.421764,0.00167502
0.751485,0.60313,-0.428869,0.00170238
0.755601,0.590058,-0.429211,0.00174567
0.755601,0.590058,-0.429211,0.00174567
0.757645,0.581375,-0.431947,0.00179801
0.768114,0.602779,-0.436624,0.00152452
0.766788,0.59682,-0.429433,0.00176461
0.751857,0.597696,-0.427065,0.00158873
0.772178,0.573102,-0.425878,0.00185336
0.749552,0.568009,-0.42152,0.00233546
0.749552,0.568009,-0.42152,0.00233546
0.749552,0.568009,-0.42152,0.00233546
0.772479,0.592521,-0.437357,0.00144057
0.779015,0.5923,-0.430508,0.00177085
0.788305,0.614755,-0.44986,0.00131839
0.778583,0.611184,-0.43797,0.00149501
0.755044,0.598665,-0.426758,0.00176847
0.757979,0.603244,-0.434634,0.00155279
0.75463,0.60221,-0.43741,0.0017934
0.749229,0.608555,-0.430237,0.0015937
0.753378,0.611833,-0.440319,0.00155812
0.753378,0.611833,-0.440319,0.00155812
0.753378,0.611833,-0.440319,0.00155812
0.753378,0.611833,-0.440319,0.00155812
0.75404,0.614424,-0.437371,0.00220133
0.745937,0.62204,-0.434014,0.00143325
0.745937,0.62204,-0.434014,0.00143325
0.74222,0.617028,-0.431872,0.00176668
0.74222,0.617028,-0.431872,0.00176668
0.758937,0.609118,-0.438547,0.00159845
0.758937,0.609118,-0.438547,0.00159845
0.771267,0.595318,-0.436537,0.00153674
0.749518,0.593271,-0.432756,0.00182993
0.773718,0.582731,-0.430959,0.00197227
0.772265,0.570053,-0.432187,0.00206334
0.757648,0.588205,-0.439001,0.00171196
0.757648,0.588205,-0.439001,0.00171196
0.757648,0.588205,-0.439001,0.00171196
0.757648,0.588205,-0.439001,0.00171196
0.759408,0.594682,-0.441421,0.00167013
0.759408,0.594682,-0.441421,0.00167013
0.745639,0.615571,-0.443162,0.00174959
0.745639,0.615571,-0.443162,0.00174959
0.745639,0.615571,-0.443162,0.00174959
0.745639,0.615571,-0.443162,0.00174959
0.768336,0.593734,-0.444173,0.00168475
0.769506,0.593801,-0.439725,0.00195152
0.791379,0.60195,-0.453642,0.00141772
0.791379,0.60195,-0.453642,0.00141772
0.80609,0.612406,-0.451007,0.00131067
0.793841,0.619106,-0.436298,0.00188905
0.774199,0.640662,-0.434502,0.00271477
0.752986,0.622558,-0.424287,0.00176347
0.752986,0.622558,-0.424287,0.00176347
0.777909,0.624306,-0.444081,0.00150899
0.771115,0.632226,-0.444766,0.00169504
0.747732,0.630926,-0.432324,0.0015732
0.747732,0.630926,-0.432324,0.0015732
0.744909,0.624758,-0.437241,0.00208569
0.744909,0.624758,-0.437241,0.00208569
0.767968,0.60799,-0.447071,0.00132724
0.755391,0.599775,-0.430227,0.00155994
0.752234,0.591515,-0.422053,0.00168968
0.732888,0.58332,-0.414324,0.00217761
0.737985,0.582488,-0.424503,0.00206232
0.761719,0.578955,-0.43003,0.00170115
0.783979,0.59618,-0.444876,0.00163157
0.765522,0.577725,-0.425926,0.00172809
0.753793,0.595154,-0.436486,0.00177347
0.753793,0.595154,-0.436486,0.00177347
0.778377,0.576759,-0.432311,0.00191574
0.761044,0.583235,-0.425769,0.00167168
0.761044,0.583235,-0.425769,0.00167168
0.756455,0.598082,-0.438852,0.00168801
0.767976,0.587015,-0.444781,0.00181496
0.789421,0.606102,-0.445942,0.00137773
0.804173,0.604298,-0.432876,0.00152466
0.828655,0.616335,-0.441184,0.00207152
0.825232,0.60953,-0.444459,0.00182076
0.836089,0.622447,-0.449869,0.00160829
0.826797,0.598417,-0.450397,0.00162123
0.816591,0.600171,-0.455916,0.00132528
0.808595,0.607721,-0.445893,0.00164721
0.808595,0.607721,-0.445893,0.00164721
0.791108,0.590648,-0.429128,0.00168845
0.811488,0.577504,-0.426891,0.0020157
0.797289,0.597976,-0.442934,0.00190361
0.820991,0.601354,-0.451141,0.00149203
0.820225,0.597854,-0.450956,0.0018413
0.820225,0.597854,-0.450956,0.0018413
0.84015,0.615613,-0.450049,0.00197281
0.818548,0.611906,-0.44197,0.00160341
0.813801,0.633252,-0.443634,0.0020154
0.798037,0.652727,-0.435253,0.00267818
0.821392,0.639669,-0.426512,0.00392082
0.804229,0.635058,-0.436112,0.00269206
0.814426,0.650006,-0.430836,0.00249754
0.814426,0.650006,-0.430836,0.00249754
0.838207,0.658083,-0.432476,0.0028637
0.814173,0.636384,-0.452133,0.001442
0.804959,0.62531,-0.434672,0.00164685
0.800477,0.601661,-0.450326,0.00139532
0.81292,0.625782,-0.449087,0.00203159
0.80871,0.627055,-0.439619,0.0020302
0.827427,0.604945,-0.444952,0.00163467
0.827427,0.604945,-0.444952,0.00163467
0.841222,0.622168,-0.428514,0.00258931
0.835566,0.616344,-0.443983,0.00209241
0.859749,0.593922,-0.440817,0.00233564
0.867676,0.614106,-0.434071,0.002288
0.851754,0.635734,-0.433933,0.00279405
0.846854,0.613857,-0.440139,0.00196469
0.838499,0.597085,-0.44306,0.00182854
0.847941,0.581009,-0.434255,0.00196919
0.847941,0.581009,-0.434255,0.00196919
0.847941,0.581009,-0.434255,0.00196919
0.830666,0.605823,-0.443053,0.00175795
0.813911,0.583221,-0.444537,0.00169925
0.837407,0.598363,-0.43997,0.00177934
0.817793,0.590021,-0.447008,0.00152623
0.809272,0.613072,-0.440756,0.00214215
0.817569,0.616899,-0.440389,0.00176381
0.828182,0.638588,-0.458397,0.00178364
0.849702,0.624141,-0.443861,0.00192907
0.826089,0.61102,-0.438082,0.00223842
0.805935,0.607736,-0.442347,0.00168449
0.826714,0.59261,-0.443985,0.00187239
0.826714,0.59261,-0.443985,0.00187239
0.835651,0.597798,-0.450051,0.00151585
0.847781,0.594316,-0.445459,0.00165641
0.847781,0.594316,-0.445459,0.00165641
0.847781,0.594316,-0.445459,0.00165641
0.851944,0.595622,-0.449496,0.00244419
0.851944,0.595622,-0.449496,0.00244419
0.851944,0.595622,-0.449496,0.00244419
0.846587,0.602268,-0.445001,0.00241031
0.825046,0.627018,-0.441829,0.00205163
0.821397,0.613634,-0.446687,0.00156006
0.821397,0.613634,-0.446687,0.00156006
0.828129,0.606137,-0.452532,0.00154295
0.828129,0.606137,-0.452532,0.00154295
0.810744,0.626016,-0.44052,0.00220318
0.824561,0.631186,-0.434047,0.00249266
0.816011,0.633476,-0.429915,0.00272622
0.793763,0.616273,-0.435954,0.00182828
0.776668,0.615655,-0.45267,0.00173721
0.776668,0.615655,-0.45267,0.00173721
0.776668,0.615655,-0.45267,0.00173721
0.788535,0.640105,-0.444865,0.00184831
0.774011,0.644756,-0.441484,0.00164172
0.75447,0.662536,-0.433241,0.0024207
0.75447,0.662536,-0.433241,0.0024207
0.765698,0.65335,-0.441033,0.00150456
0.786952,0.652807,-0.440716,0.0014784
0.783424,0.65669,-0.437125,0.00191092
0.783424,0.65669,-0.437125,0.00191092
0.783424,0.65669,-0.437125,0.00191092
0.769119,0.637063,-0.443231,0.00143949
0.771384,0.621857,-0.43765,0.00162358
0.78495,0.620918,-0.438109,0.00161643
0.782751,0.627697,-0.446472,0.00127367
